methylation450,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
cg06538336,0.609673676,0.420084335,0.78737875,0.082145639,0.750283772,0.555929052,0.072313836,0.600388773,0.688646949,0.068116054,0.65947016,0.585348516,0.487441973,0.521778531,0.699172983,0.57977079,0.053628658,0.071909015,0.67371647,0.62299673,0.077935035,0.050698119,0.561901365,0.558625612,0.189093438,0.557983956,0.602935535,0.45003776,0.036186864,0.091917785,0.576448077,0.617288791,0.56787102,0.345606791,0.67976722,0.676315271,0.555760924,0.541939709,0.121025757,0.473302494,0.490620779,0.510556297,0.551026032,0.576540972,0.448968746,0.05910838,0.386662705,0.886572309,0.33170336,0.390672679,0.899625843,0.515433268,0.103214014,0.462310133,0.311420895,0.612398749,0.288759449,0.820219763,0.100480526,0.057610628,0.759648219,0.742043933,0.518129017,0.765297203,0.148674532,0.630196863,0.48520251,0.064336984,0.102727724,0.545335019,0.587801576,0.517224308,0.067032552,0.679971392,0.619248954,0.398291889,0.101428053,0.094602801,0.557251786,0.108256731,0.069029479,0.055980726,0.285309541,0.553209223,0.719249998,0.071431472,0.806654763,0.362268971,0.479561626,0.051986318,0.53340888,0.091475597,0.622515301,0.244469738,0.050471412,0.829958036,0.050454593,0.040074282,0.285761634,0.071481822,0.066910587,0.591976492,0.073461383,0.046067435,0.238743249,0.054915819,0.180525958,0.551363014,0.05769906,0.57044129,0.057299679,0.590254274,0.04611626,0.051640331,0.931944667,0.232699067,0.271450542,0.035898315,0.512788769,0.438695302,0.757702579,0.23120285,0.54802076,0.067492598,0.216080796,0.065525051,0.055486861,0.575891592,0.670830079,0.591706903,0.069466439,0.63867099,0.386457257,0.211900593,0.045617802,0.377862515,0.594414621,0.518127745,0.457193362,0.66154552,0.665390738,0.486157364,0.602589632,0.284935346,0.687125022,0.665856317,0.362571553,0.665022069,0.319389074,0.739812115,0.68553516,0.896741502,0.655336409,0.589059767,0.58020564,0.804552408,0.535843621,0.294023584,0.546185575,0.446485578,0.671020696,0.17691839,0.55730459,0.253825916,0.099783715,0.670406219,0.168037621,0.609831831
cg20069718,0.723985463,0.317934594,0.770301011,0.687707722,0.307016011,0.947532801,0.894342257,0.894005434,0.768361426,0.953156792,0.888306599,0.584756586,0.955403897,0.872790557,0.341208552,0.645526531,0.965681333,0.62046134,0.958447836,0.424446388,0.785699634,0.962036939,0.857357383,0.820135595,0.711588391,0.887865666,0.925672637,0.887635673,0.602534033,0.942636964,0.695583173,0.801762965,0.65227984,0.88890382,0.600905509,0.386746714,0.949074919,0.953929272,0.824579463,0.534780807,0.682629334,0.939222203,0.354474238,0.637003789,0.48952958,0.957017329,0.9603944,0.416403616,0.904532194,0.45737358,0.680102515,0.916366873,0.720817437,0.645832775,0.561694135,0.4284774,0.738481121,0.497658358,0.367623491,0.646288691,0.447460914,0.367360882,0.947681124,0.811616477,0.635874609,0.918292603,0.526237801,0.519880557,0.924278084,0.53109476,0.900730445,0.570563407,0.746699608,0.58894549,0.834513933,0.740104252,0.804854557,0.882653923,0.912873262,0.922408176,0.965656967,0.861803365,0.928778523,0.768065748,0.320438449,0.961007738,0.368226222,0.444235814,0.920546103,0.903675097,0.936695017,0.44908063,0.929853509,0.520090391,0.886521727,0.642742934,0.655470343,0.465998594,0.819753128,0.517901538,0.693347118,0.424522141,0.122709217,0.741252249,0.35460318,0.879866479,0.253500149,0.602861016,0.946698129,0.952756384,0.938386387,0.931132517,0.94507837,0.383600923,0.126090674,0.194628156,0.205619728,0.967081781,0.358698422,0.609600911,0.935583921,0.892375455,0.503720754,0.897475547,0.711550014,0.95875308,0.558645233,0.41048341,0.952439277,0.607934177,0.935817168,0.932008065,0.694425554,0.83737388,0.950125034,0.603404503,0.468818476,0.908375855,0.87924995,0.546122287,0.538926447,0.87118105,0.932562907,0.823137435,0.498223974,0.868782096,0.533959779,0.260371355,0.408904983,0.136279919,0.667313887,0.207711548,0.769253115,0.582958216,0.917803912,0.569870453,0.398145276,0.650095948,0.921865366,0.862082403,0.340520772,0.856662784,0.886996905,0.597898286,0.494006185,0.804247099,0.698424283,0.500123543
cg01030534,0.387757485,0.690034998,0.558613243,0.401537382,0.512794595,0.084572361,0.259564242,0.246317226,0.507031321,0.021663236,0.57941815,0.709129822,0.16597561,0.062635764,0.701651864,0.581462677,0.015391823,0.401791751,0.4417713,0.553803736,0.472268196,0.431370352,0.306538655,0.390947989,0.482312528,0.15692757,0.305299875,0.075719293,0.60572129,0.048391079,0.025662666,0.501549945,0.569014452,0.43468768,0.539499797,0.028726622,0.398502931,0.104137453,0.365078245,0.048310454,0.561332427,0.491004834,0.520231627,0.441753385,0.685495314,0.026229777,0.018809122,0.501584612,0.507445471,0.575992918,0.027768398,0.16537347,0.592155636,0.383865493,0.564761645,0.028976628,0.351102724,0.495686454,0.395428291,0.614650601,0.706282996,0.731361951,0.188567082,0.57680998,0.022326695,0.51473573,0.021339929,0.030252122,0.364814784,0.693236074,0.248657716,0.064881275,0.582693873,0.598534479,0.618059706,0.037135756,0.553289182,0.395850195,0.041863635,0.188098431,0.0178954,0.239613105,0.189637833,0.544342665,0.555796903,0.22899012,0.027233581,0.574714126,0.631484141,0.176761875,0.220420659,0.687652015,0.411467673,0.045999497,0.058494929,0.727353245,0.423473463,0.026688504,0.018739417,0.212539238,0.66368859,0.559583682,0.952612548,0.311828596,0.690868991,0.201459767,0.718737166,0.305581237,0.553462578,0.018328936,0.019121817,0.019095868,0.074575864,0.802257007,0.431713861,0.028959261,0.546359769,0.01934661,0.466755457,0.642430084,0.020300682,0.458923187,0.669715481,0.249039624,0.028333894,0.321697446,0.495215313,0.581200726,0.486709799,0.025798592,0.104449568,0.028219293,0.59722001,0.046821135,0.214726586,0.052635798,0.436330868,0.345892685,0.067833661,0.581625848,0.522776902,0.053879375,0.341497339,0.484496957,0.026286836,0.45764685,0.607505203,0.598299364,0.453383441,0.507319727,0.653727957,0.754870885,0.511679413,0.267762669,0.425000099,0.353131765,0.67726907,0.043232085,0.127920099,0.211513301,0.671746661,0.028081785,0.033608154,0.543071604,0.512407986,0.363235717,0.029889544,0.397636166
cg21383810,0.44686429,0.024444024,0.660585743,0.392870415,0.683650943,0.249361348,0.204371656,0.300974194,0.40086382,0.020462482,0.469336162,0.515070548,0.032109815,0.38259175,0.690684234,0.540391764,0.013578831,0.52231555,0.362269045,0.685206733,0.060350103,0.426783792,0.023056582,0.399604301,0.426548027,0.033417155,0.143905802,0.348012019,0.479260191,0.115750743,0.466426801,0.383988396,0.47434013,0.346389125,0.33121356,0.624531853,0.038604236,0.077333473,0.485790914,0.545132675,0.224918077,0.195837116,0.294089886,0.031683123,0.661010494,0.024813904,0.017159971,0.686614774,0.365670306,0.657255756,0.689452666,0.033546377,0.032597175,0.026008458,0.553224772,0.685324274,0.548280052,0.66706534,0.623622957,0.226505412,0.570954556,0.495271542,0.112222505,0.515475679,0.568677628,0.383307728,0.546495185,0.502251572,0.137769274,0.497079508,0.050645152,0.541911004,0.426334227,0.548117325,0.291000874,0.353485223,0.331785754,0.034002278,0.036080722,0.204052266,0.151340582,0.435514654,0.019673686,0.533464098,0.665702791,0.095823127,0.924349662,0.312864553,0.670568426,0.057549509,0.187373917,0.47889854,0.263611657,0.510352275,0.169836681,0.026286901,0.374560007,0.041050533,0.505581998,0.478640096,0.042112581,0.543350514,0.01863476,0.049171419,0.600697945,0.26780796,0.708671086,0.359540587,0.040680334,0.039079077,0.089686299,0.032741082,0.022032345,0.490658515,0.961551725,0.030612691,0.554311781,0.017006921,0.026441399,0.570837774,0.648342403,0.325214557,0.617584325,0.051777533,0.304157761,0.092687145,0.217908208,0.498184916,0.199311616,0.603877001,0.272418534,0.333032945,0.453886369,0.464310875,0.239238994,0.527763903,0.556968632,0.02668362,0.151043577,0.652007797,0.592818455,0.065224905,0.341414199,0.365447601,0.585658115,0.137721905,0.567987149,0.546790526,0.08931685,0.624320499,0.490397778,0.764368341,0.480627773,0.55001011,0.282943734,0.552582033,0.610493485,0.399035354,0.038587028,0.059436728,0.658022597,0.279900068,0.022113646,0.227081331,0.510657403,0.352374256,0.277451667,0.574205507
cg04302300,0.060973878,0.031404857,0.774069653,0.231927445,0.024578209,0.586277129,0.062805053,0.514318503,0.660654932,0.027754611,0.609791519,0.493819061,0.528741271,0.547025387,0.689928378,0.632649343,0.021708835,0.038148116,0.655524811,0.027949044,0.038299114,0.047924289,0.582367375,0.557774377,0.294338276,0.774119401,0.518790761,0.120100489,0.089514662,0.514370126,0.659479858,0.574287009,0.52982259,0.472285104,0.314811356,0.64644355,0.566599394,0.654530618,0.0575706,0.455126615,0.42330246,0.52460954,0.757987656,0.594089432,0.511044475,0.118946344,0.226610425,0.48071743,0.448666734,0.43602859,0.532878351,0.660754123,0.169997305,0.416393967,0.591395164,0.507644586,0.485555594,0.515172572,0.026035574,0.02812305,0.743022021,0.044783651,0.528994951,0.615131113,0.036014185,0.558839,0.509122563,0.058201491,0.061648457,0.402587214,0.48605265,0.579370006,0.04908128,0.747380457,0.605829942,0.494419794,0.064981538,0.347688589,0.600462919,0.418418913,0.031885644,0.259827608,0.343788555,0.089606064,0.059370521,0.212812289,0.035735922,0.366934476,0.472792939,0.203323036,0.533884503,0.609828393,0.753684416,0.055437663,0.046725189,0.603845613,0.035664991,0.064186652,0.051172509,0.482586459,0.54450064,0.626572975,0.03135938,0.162611817,0.622912531,0.063522346,0.024559534,0.599533873,0.056451481,0.175599081,0.04643305,0.517468285,0.167363129,0.839843424,0.02590231,0.025034707,0.463534449,0.027074862,0.498954903,0.049044735,0.030169281,0.262199348,0.475988569,0.0551164,0.062593643,0.141058062,0.390268284,0.732481617,0.730367068,0.516550507,0.095056349,0.48749762,0.470257465,0.055708544,0.406048146,0.506541425,0.630826666,0.506721924,0.590517739,0.634267089,0.40017624,0.403488231,0.619099224,0.061150059,0.732575175,0.731683243,0.250885799,0.697578833,0.285017182,0.466473369,0.546411199,0.034998363,0.658091347,0.466885527,0.664504476,0.774527256,0.028276063,0.049168624,0.621250622,0.492423166,0.613186858,0.029888317,0.488113706,0.396725854,0.278279641,0.654115722,0.245993882,0.304225385
cg05417127,0.531752045,0.253820376,0.682587705,0.03684375,0.52180045,0.131584374,0.044407329,0.46144252,0.145171232,0.030281934,0.171631546,0.61868698,0.023632025,0.156225611,0.614006168,0.584611059,0.026033804,0.475510314,0.474804177,0.654674761,0.318104757,0.044843471,0.18047748,0.48461304,0.444130357,0.251753603,0.047210431,0.598651477,0.250219838,0.397561527,0.53389429,0.54109983,0.579643953,0.475709391,0.282850651,0.598332352,0.398382855,0.089253946,0.583094611,0.584079553,0.585291343,0.067377916,0.294047446,0.021673226,0.653145902,0.054199595,0.016619671,0.494462614,0.588407966,0.038066633,0.689446948,0.199792082,0.306340872,0.504249814,0.577407613,0.516291168,0.106813638,0.122033234,0.342953813,0.184869562,0.629282591,0.609434644,0.105686006,0.548173425,0.09511312,0.492770196,0.58040351,0.718140182,0.112688802,0.516420498,0.162863564,0.357879799,0.66988345,0.607424322,0.124281088,0.645192112,0.131702655,0.579166509,0.055835442,0.554292309,0.024152038,0.115826218,0.029117006,0.567310372,0.623542293,0.238365845,0.802670573,0.081300466,0.407441571,0.026748304,0.02949178,0.69103053,0.441260216,0.537738364,0.461337297,0.6186545,0.564168817,0.507759362,0.414069827,0.466676673,0.481852139,0.611814354,0.027781303,0.403779736,0.68495171,0.262891778,0.36314505,0.511063513,0.021960808,0.026888108,0.073455045,0.018334081,0.035864547,0.600501882,0.911632871,0.601861447,0.503165186,0.018212908,0.542850669,0.038486811,0.632959864,0.573991257,0.63896659,0.081615447,0.0386007,0.24462347,0.070506867,0.620594381,0.379111853,0.348052063,0.041403337,0.396126446,0.09477534,0.535586115,0.356652224,0.065836295,0.425237832,0.409939452,0.379685943,0.674809928,0.595230155,0.034256012,0.513932704,0.449671968,0.617490208,0.256940085,0.581297145,0.377422679,0.537512123,0.638284832,0.353221184,0.728726906,0.622711417,0.092060814,0.50432548,0.619472174,0.265230348,0.154859052,0.063299973,0.47214017,0.499411987,0.021237421,0.524198068,0.49589861,0.217443074,0.151712973,0.61812947,0.441931715
cg09761224,0.519885312,0.424721638,0.267344507,0.536525717,0.328238192,0.933093352,0.649056325,0.724416809,0.501951705,0.984017666,0.792836605,0.364801008,0.886964354,0.957984543,0.366913676,0.92496364,0.972906046,0.448751402,0.628332466,0.298947235,0.3345704,0.925268092,0.512645882,0.472439298,0.553953401,0.824860316,0.659057875,0.573550918,0.953752387,0.800886132,0.527748626,0.67911824,0.481865068,0.658114575,0.482902236,0.293981965,0.799153171,0.898325665,0.703710608,0.961735948,0.450154802,0.796351141,0.253327025,0.547619356,0.443328413,0.93807389,0.924431868,0.961321226,0.605237504,0.36875762,0.22921922,0.918284237,0.905004886,0.534862499,0.922330719,0.338211291,0.919258566,0.920345951,0.339632174,0.464511051,0.308636151,0.589194684,0.661562616,0.481526382,0.361365754,0.649138048,0.41848646,0.274477598,0.617233578,0.333000094,0.697155028,0.464457647,0.332442476,0.524040396,0.583911582,0.57371489,0.457731963,0.954057706,0.878888787,0.657173653,0.956742698,0.73340469,0.935651198,0.567550857,0.280820713,0.918481793,0.965521094,0.41556802,0.864291172,0.696621495,0.758813038,0.9116584,0.787223691,0.438727978,0.708886811,0.334632079,0.530228372,0.428709697,0.95671906,0.550055488,0.396826042,0.953527322,0.969665795,0.580902254,0.215837428,0.697456718,0.223308442,0.505916998,0.96681659,0.959958211,0.930306138,0.961497458,0.89904987,0.962723813,0.929495677,0.331948083,0.378611815,0.717183307,0.316851019,0.37630978,0.286386522,0.584348469,0.961256521,0.704314592,0.33529811,0.911817573,0.508236302,0.33162307,0.76564072,0.564485721,0.776434064,0.950114452,0.631938912,0.512609386,0.910952854,0.491565282,0.433964539,0.901328774,0.93661195,0.430447507,0.418856705,0.651339917,0.668234011,0.672681581,0.477657398,0.68285634,0.578433377,0.864521393,0.501335044,0.255299294,0.411446848,0.166331901,0.42202194,0.939022281,0.725145469,0.239296908,0.328882803,0.631363665,0.762342923,0.639398481,0.395403674,0.568178221,0.628652434,0.651428907,0.558128141,0.751851961,0.495781276,0.472795321
cg08768852,0.664091656,0.636882806,0.761658003,0.636432221,0.474239701,0.053299013,0.379179321,0.391465792,0.666222977,0.04421829,0.490697775,0.761882875,0.070776709,0.545211088,0.727859249,0.626971333,0.03635427,0.685851762,0.554472865,0.741887968,0.740769963,0.054837254,0.63237627,0.249835325,0.516644211,0.242848332,0.357028996,0.667884528,0.441482322,0.413329937,0.610394008,0.412028126,0.639604712,0.482433279,0.312294341,0.791051383,0.270707944,0.145209165,0.618562467,0.702658872,0.689530622,0.265626779,0.34867894,0.404458224,0.75741113,0.043391288,0.026668272,0.824032868,0.540343448,0.651224474,0.825559672,0.302902634,0.101788929,0.548851998,0.603456748,0.260460352,0.616027464,0.763404779,0.05383465,0.566075377,0.744048999,0.800546232,0.158651732,0.702049449,0.720047565,0.414167465,0.562205116,0.759685334,0.145772015,0.68137718,0.498069068,0.678031321,0.087348923,0.656913445,0.603359357,0.428211907,0.425491166,0.50211594,0.224736309,0.524751604,0.028410443,0.344305257,0.072614214,0.663954957,0.788238654,0.154427754,0.959592939,0.262659588,0.418387104,0.100774415,0.3368498,0.779063495,0.328854277,0.532337901,0.176706096,0.322492016,0.546702477,0.609852292,0.072457698,0.625888563,0.681403254,0.701570732,0.969561654,0.523397368,0.737489051,0.32978651,0.84902858,0.470899772,0.617530821,0.043557409,0.053866719,0.042966799,0.052627142,0.8004854,0.948983854,0.065749999,0.671895164,0.041576948,0.672704268,0.774686727,0.717647387,0.515904898,0.677406638,0.332762771,0.441349201,0.260533975,0.596022343,0.757897907,0.570005419,0.168238269,0.264268475,0.527338358,0.641292916,0.469324077,0.230736664,0.586935205,0.660037911,0.075817781,0.177900398,0.7447447,0.676822313,0.18281264,0.501673873,0.521634261,0.604111783,0.086671883,0.77743134,0.416091918,0.608437467,0.711439078,0.232023242,0.856697398,0.736998087,0.045644296,0.424130416,0.800222572,0.816290831,0.49825992,0.100394822,0.208139894,0.759145709,0.563409938,0.570785014,0.039753008,0.453042438,0.374628724,0.454605107,0.633162198
cg07697895,0.520071732,0.012796381,0.665354194,0.508660139,0.414893824,0.026165109,0.036035421,0.015475656,0.014048348,0.013046197,0.039056397,0.621395564,0.035394962,0.272628011,0.581237006,0.027532336,0.013099521,0.040131075,0.207025649,0.620000659,0.044231484,0.095866595,0.018688486,0.113674579,0.020814164,0.223071635,0.019968202,0.042317345,0.48548064,0.201639391,0.41447925,0.423473927,0.354819951,0.402690966,0.088305716,0.016411487,0.039437668,0.171031817,0.020924957,0.580016654,0.409495092,0.252704504,0.520814952,0.021615218,0.568333597,0.025303339,0.009559546,0.683480908,0.465792898,0.530133287,0.65400499,0.290703428,0.029170214,0.016043953,0.133956778,0.018168747,0.030157336,0.523604537,0.196610486,0.017646393,0.549242896,0.039467038,0.024913106,0.238546826,0.026054312,0.056292746,0.564151622,0.6244585,0.077000461,0.512216581,0.33997177,0.352724278,0.015656571,0.533812095,0.079476355,0.498960198,0.016823229,0.495945081,0.361651997,0.420660686,0.011882984,0.100595838,0.02012121,0.529860982,0.566034825,0.258591119,0.801135193,0.516839311,0.106917039,0.221973567,0.019265794,0.619363751,0.297031677,0.316308893,0.1102378,0.011821595,0.375746605,0.016728358,0.561559729,0.261753409,0.301279295,0.533034508,0.580452773,0.020964552,0.452932522,0.018258886,0.04415453,0.04956238,0.016692538,0.02068547,0.011189324,0.039376756,0.039414928,0.494374076,0.914237072,0.533931601,0.49297181,0.009955923,0.040681381,0.031882264,0.414138369,0.480500716,0.022745392,0.023247521,0.104476012,0.077982563,0.021568694,0.534154134,0.331353302,0.020562458,0.026452069,0.252288586,0.129303511,0.508625432,0.198335249,0.520342255,0.482675957,0.032321442,0.246374696,0.609943214,0.5204016,0.017102653,0.051489366,0.017092295,0.57512741,0.225664549,0.399691026,0.38643786,0.031701471,0.416052725,0.016440949,0.01693618,0.573735269,0.276635125,0.456922787,0.037150879,0.645686361,0.38473076,0.204176355,0.015590219,0.627218274,0.078337348,0.075520608,0.27705212,0.439505901,0.034799947,0.280790264,0.467525191
cg08887400,0.404180693,0.171355992,0.721574571,0.199646261,0.112278608,0.382774836,0.298318943,0.453697293,0.022428329,0.568098122,0.214336085,0.464182814,0.455346316,0.199279367,0.024225647,0.208612722,0.814774305,0.076967764,0.541961162,0.383882385,0.058146225,0.424000564,0.030467404,0.014998676,0.263573133,0.047211677,0.272668662,0.139444217,0.285324259,0.021541694,0.026156294,0.455170753,0.500611506,0.282452554,0.09360815,0.140077575,0.522183212,0.073971071,0.195458671,0.178895464,0.358405361,0.525107991,0.321381289,0.050420019,0.433035596,0.393043173,0.789110472,0.026863503,0.12082116,0.029953809,0.696318662,0.016942746,0.245305469,0.076348176,0.24250152,0.055050902,0.064067421,0.327057329,0.058383993,0.09581873,0.049397038,0.106848126,0.565572496,0.091481262,0.138497071,0.053156148,0.069955977,0.685258275,0.730104022,0.610309881,0.383178083,0.175717981,0.043804943,0.26817405,0.365673878,0.297590507,0.182610517,0.363210012,0.144749615,0.030661208,0.928914354,0.367533363,0.019243946,0.030027036,0.025449231,0.483989638,0.929194641,0.126049384,0.672849182,0.414268045,0.451158903,0.484484034,0.074479087,0.261309528,0.305069424,0.256021554,0.63303202,0.472179026,0.496594748,0.199331313,0.669743136,0.020313359,0.850840867,0.219289624,0.163918779,0.390161647,0.213052167,0.020926084,0.621689711,0.522272538,0.821871517,0.951514352,0.178029733,0.686142314,0.111321993,0.079178764,0.216779579,0.816779711,0.426410658,0.027446671,0.126641591,0.59390936,0.055883984,0.518658885,0.102072603,0.392219575,0.195778437,0.476745838,0.439175056,0.069177328,0.44524006,0.397653393,0.573920943,0.223125627,0.127793074,0.326032328,0.399771157,0.400544552,0.023105642,0.377862125,0.251651618,0.302438629,0.458233826,0.020884781,0.03295685,0.019704687,0.537564909,0.463612441,0.506090938,0.086766619,0.375444134,0.726228565,0.450960359,0.377079762,0.084377111,0.561918096,0.196039345,0.252675534,0.262723736,0.459185559,0.039052923,0.277431464,0.428843436,0.372043786,0.308533948,0.383162874,0.029834386,0.04276613
cg06445348,0.517222417,0.642173185,0.679297991,0.424413535,0.434349208,0.088246857,0.087926659,0.44755694,0.529812235,0.020811178,0.523847883,0.662591309,0.026625391,0.278733841,0.530895294,0.514219671,0.015906273,0.541409078,0.510298017,0.67646969,0.048731085,0.317378655,0.503999277,0.353320647,0.411033581,0.240735743,0.04278916,0.505452794,0.371230578,0.081640562,0.406982813,0.372405162,0.487128324,0.417706078,0.035630534,0.517264266,0.162003468,0.21875082,0.46997167,0.470320889,0.549269845,0.275133288,0.064924096,0.025510572,0.596589905,0.06129484,0.016288737,0.577717461,0.505960388,0.60183835,0.685919104,0.165517087,0.100221775,0.040545706,0.419308985,0.024674552,0.338924931,0.700453248,0.410924711,0.026838769,0.651379675,0.693876864,0.052976558,0.558060218,0.524964386,0.441024561,0.57138848,0.529074213,0.191952331,0.589183292,0.092348577,0.057368193,0.029234602,0.510784915,0.49888601,0.626300053,0.492021228,0.504906457,0.052704181,0.326194091,0.01949612,0.365558578,0.018956175,0.547130234,0.652726937,0.256757064,0.899774118,0.309967163,0.604989679,0.051391721,0.302047074,0.653475894,0.34581389,0.236596719,0.404755285,0.019791135,0.426658842,0.541496438,0.024462929,0.15407069,0.494843091,0.594280661,0.768134105,0.290864766,0.581816866,0.186686969,0.220986291,0.419162341,0.416627605,0.030537449,0.022543812,0.016721365,0.050418506,0.681977774,0.870202066,0.039493657,0.480835405,0.015981138,0.490732425,0.5324445,0.699990564,0.457443521,0.660292679,0.226504451,0.305085714,0.121997531,0.033418712,0.033462914,0.34694624,0.081351412,0.04046216,0.242011118,0.023252704,0.499589551,0.367767939,0.564729136,0.566247358,0.070230369,0.215231352,0.663721877,0.595683343,0.026123461,0.425685884,0.448740305,0.584273021,0.385359112,0.523460304,0.262393072,0.283010551,0.611833914,0.467781016,0.749974694,0.503638488,0.095411819,0.41746488,0.672740053,0.659650131,0.031899615,0.148732864,0.030368555,0.638193137,0.021405529,0.469273686,0.040490449,0.476147434,0.039842376,0.567877204,0.328118147
